"","estado","genero","fecha","mes","casos"
"9341","Tlaxcala","Mujeres","2008","sep",228
"9342","Veracruz","Mujeres","2008","sep",1127
"9343","Yucatan","Mujeres","2008","sep",512
"9344","Zacatecas","Mujeres","2008","sep",249
"9345","Aguscalientes","Mujeres","2009","sep",159
"9346","Baja California","Mujeres","2009","sep",700
"9347","Baja California Sur","Mujeres","2009","sep",99
"9348","Campeche","Mujeres","2009","sep",133
"9349","Coahuila","Mujeres","2009","sep",889
"9350","Colima","Mujeres","2009","sep",141
"9351","Chiapas","Mujeres","2009","sep",679
"9352","Chihuahua","Mujeres","2009","sep",1117
"9353","Distrito Federal","Mujeres","2009","sep",1716
"9354","Durango","Mujeres","2009","sep",501
"9355","Guanajuato","Mujeres","2009","sep",1001
"9356","Guerrero","Mujeres","2009","sep",790
"9357","Hidalgo","Mujeres","2009","sep",524
"9358","Jalisco","Mujeres","2009","sep",1673
"9359","Mexico","Mujeres","2009","sep",3245
"9360","Michoacan","Mujeres","2009","sep",854
"9361","Morelos","Mujeres","2009","sep",617
"9362","Nayarit","Mujeres","2009","sep",172
"9363","Nuevo Leon","Mujeres","2009","sep",975
"9364","Oaxaca","Mujeres","2009","sep",766
"9365","Puebla","Mujeres","2009","sep",830
"9366","Queretaro","Mujeres","2009","sep",269
"9367","Quintana Roo","Mujeres","2009","sep",240
"9368","San Luis Potosi","Mujeres","2009","sep",668
"9369","Sinaloa","Mujeres","2009","sep",806
"9370","Sonora","Mujeres","2009","sep",434
"9371","Tabasco","Mujeres","2009","sep",542
"9372","Tamaulipas","Mujeres","2009","sep",818
"9373","Tlaxcala","Mujeres","2009","sep",233
"9374","Veracruz","Mujeres","2009","sep",1320
"9375","Yucatan","Mujeres","2009","sep",493
"9376","Zacatecas","Mujeres","2009","sep",250
"9377","Aguscalientes","Mujeres","2010","sep",382
"9378","Baja California","Mujeres","2010","sep",746
"9379","Baja California Sur","Mujeres","2010","sep",87
"9380","Campeche","Mujeres","2010","sep",131
"9381","Coahuila","Mujeres","2010","sep",729
"9382","Colima","Mujeres","2010","sep",62
"9383","Chiapas","Mujeres","2010","sep",760
"9384","Chihuahua","Mujeres","2010","sep",959
"9385","Distrito Federal","Mujeres","2010","sep",1827
"9386","Durango","Mujeres","2010","sep",549
"9387","Guanajuato","Mujeres","2010","sep",836
"9388","Guerrero","Mujeres","2010","sep",700
"9389","Hidalgo","Mujeres","2010","sep",404
"9390","Jalisco","Mujeres","2010","sep",1653
"9391","Mexico","Mujeres","2010","sep",3009
"9392","Michoacan","Mujeres","2010","sep",830
"9393","Morelos","Mujeres","2010","sep",498
"9394","Nayarit","Mujeres","2010","sep",131
"9395","Nuevo Leon","Mujeres","2010","sep",724
"9396","Oaxaca","Mujeres","2010","sep",727
"9397","Puebla","Mujeres","2010","sep",879
"9398","Queretaro","Mujeres","2010","sep",317
"9399","Quintana Roo","Mujeres","2010","sep",129
"9400","San Luis Potosi","Mujeres","2010","sep",615
"9401","Sinaloa","Mujeres","2010","sep",687
"9402","Sonora","Mujeres","2010","sep",523
"9403","Tabasco","Mujeres","2010","sep",381
"9404","Tamaulipas","Mujeres","2010","sep",732
"9405","Tlaxcala","Mujeres","2010","sep",232
"9406","Veracruz","Mujeres","2010","sep",1319
"9407","Yucatan","Mujeres","2010","sep",415
"9408","Zacatecas","Mujeres","2010","sep",227
"9409","Aguscalientes","Mujeres","2011","sep",252
"9410","Baja California","Mujeres","2011","sep",730
"9411","Baja California Sur","Mujeres","2011","sep",88
"9412","Campeche","Mujeres","2011","sep",115
"9413","Coahuila","Mujeres","2011","sep",718
"9414","Colima","Mujeres","2011","sep",58
"9415","Chiapas","Mujeres","2011","sep",689
"9416","Chihuahua","Mujeres","2011","sep",723
"9417","Distrito Federal","Mujeres","2011","sep",1298
"9418","Durango","Mujeres","2011","sep",276
"9419","Guanajuato","Mujeres","2011","sep",673
"9420","Guerrero","Mujeres","2011","sep",605
"9421","Hidalgo","Mujeres","2011","sep",375
"9422","Jalisco","Mujeres","2011","sep",1393
"9423","Mexico","Mujeres","2011","sep",2976
"9424","Michoacan","Mujeres","2011","sep",589
"9425","Morelos","Mujeres","2011","sep",410
"9426","Nayarit","Mujeres","2011","sep",225
"9427","Nuevo Leon","Mujeres","2011","sep",674
"9428","Oaxaca","Mujeres","2011","sep",566
"9429","Puebla","Mujeres","2011","sep",840
"9430","Queretaro","Mujeres","2011","sep",239
"9431","Quintana Roo","Mujeres","2011","sep",145
"9432","San Luis Potosi","Mujeres","2011","sep",542
"9433","Sinaloa","Mujeres","2011","sep",781
"9434","Sonora","Mujeres","2011","sep",389
"9435","Tabasco","Mujeres","2011","sep",337
"9436","Tamaulipas","Mujeres","2011","sep",593
"9437","Tlaxcala","Mujeres","2011","sep",164
"9438","Veracruz","Mujeres","2011","sep",1087
"9439","Yucatan","Mujeres","2011","sep",244
"9440","Zacatecas","Mujeres","2011","sep",233
"9441","Aguscalientes","Mujeres","2012","sep",268
"9442","Baja California","Mujeres","2012","sep",823
"9443","Baja California Sur","Mujeres","2012","sep",92
"9444","Campeche","Mujeres","2012","sep",123
"9445","Coahuila","Mujeres","2012","sep",618
"9446","Colima","Mujeres","2012","sep",80
"9447","Chiapas","Mujeres","2012","sep",660
"9448","Chihuahua","Mujeres","2012","sep",744
"9449","Distrito Federal","Mujeres","2012","sep",1270
"9450","Durango","Mujeres","2012","sep",334
"9451","Guanajuato","Mujeres","2012","sep",581
"9452","Guerrero","Mujeres","2012","sep",598
"9453","Hidalgo","Mujeres","2012","sep",490
"9454","Jalisco","Mujeres","2012","sep",1129
"9455","Mexico","Mujeres","2012","sep",2826
"9456","Michoacan","Mujeres","2012","sep",523
"9457","Morelos","Mujeres","2012","sep",424
"9458","Nayarit","Mujeres","2012","sep",200
"9459","Nuevo Leon","Mujeres","2012","sep",678
"9460","Oaxaca","Mujeres","2012","sep",582
"9461","Puebla","Mujeres","2012","sep",710
"9462","Queretaro","Mujeres","2012","sep",281
"9463","Quintana Roo","Mujeres","2012","sep",116
"9464","San Luis Potosi","Mujeres","2012","sep",546
"9465","Sinaloa","Mujeres","2012","sep",835
"9466","Sonora","Mujeres","2012","sep",466
"9467","Tabasco","Mujeres","2012","sep",416
"9468","Tamaulipas","Mujeres","2012","sep",656
"9469","Tlaxcala","Mujeres","2012","sep",205
"9470","Veracruz","Mujeres","2012","sep",1192
"9471","Yucatan","Mujeres","2012","sep",329
"9472","Zacatecas","Mujeres","2012","sep",194
"9473","Aguscalientes","Mujeres","2013","sep",304
"9474","Baja California","Mujeres","2013","sep",775
"9475","Baja California Sur","Mujeres","2013","sep",69
"9476","Campeche","Mujeres","2013","sep",120
"9477","Coahuila","Mujeres","2013","sep",565
"9478","Colima","Mujeres","2013","sep",82
"9479","Chiapas","Mujeres","2013","sep",539
"9480","Chihuahua","Mujeres","2013","sep",584
"9481","Distrito Federal","Mujeres","2013","sep",1296
"9482","Durango","Mujeres","2013","sep",503
"9483","Guanajuato","Mujeres","2013","sep",532
"9484","Guerrero","Mujeres","2013","sep",582
"9485","Hidalgo","Mujeres","2013","sep",375
"9486","Jalisco","Mujeres","2013","sep",1103
"9487","Mexico","Mujeres","2013","sep",2294
"9488","Michoacan","Mujeres","2013","sep",497
"9489","Morelos","Mujeres","2013","sep",476
"9490","Nayarit","Mujeres","2013","sep",145
"9491","Nuevo Leon","Mujeres","2013","sep",791
"9492","Oaxaca","Mujeres","2013","sep",649
"9493","Puebla","Mujeres","2013","sep",643
"9494","Queretaro","Mujeres","2013","sep",189
"9495","Quintana Roo","Mujeres","2013","sep",159
"9496","San Luis Potosi","Mujeres","2013","sep",527
"9497","Sinaloa","Mujeres","2013","sep",817
"9498","Sonora","Mujeres","2013","sep",428
"9499","Tabasco","Mujeres","2013","sep",360
"9500","Tamaulipas","Mujeres","2013","sep",610
"9501","Tlaxcala","Mujeres","2013","sep",136
"9502","Veracruz","Mujeres","2013","sep",1170
"9503","Yucatan","Mujeres","2013","sep",236
"9504","Zacatecas","Mujeres","2013","sep",180
"9505","Aguscalientes","General","2003","oct",442
"9506","Baja California","General","2003","oct",1397
"9507","Baja California Sur","General","2003","oct",209
"9508","Campeche","General","2003","oct",228
"9509","Coahuila","General","2003","oct",1296
"9510","Colima","General","2003","oct",181
"9511","Chiapas","General","2003","oct",1238
"9512","Chihuahua","General","2003","oct",1274
"9513","Distrito Federal","General","2003","oct",3946
"9514","Durango","General","2003","oct",1061
"9515","Guanajuato","General","2003","oct",1561
"9516","Guerrero","General","2003","oct",1569
"9517","Hidalgo","General","2003","oct",486
"9518","Jalisco","General","2003","oct",2945
"9519","Mexico","General","2003","oct",3986
"9520","Michoacan","General","2003","oct",1117
"9521","Morelos","General","2003","oct",990
"9522","Nayarit","General","2003","oct",409
"9523","Nuevo Leon","General","2003","oct",1345
"9524","Oaxaca","General","2003","oct",872
"9525","Puebla","General","2003","oct",1731
"9526","Queretaro","General","2003","oct",580
"9527","Quintana Roo","General","2003","oct",164
"9528","San Luis Potosi","General","2003","oct",1078
"9529","Sinaloa","General","2003","oct",1057
"9530","Sonora","General","2003","oct",1031
"9531","Tabasco","General","2003","oct",732
"9532","Tamaulipas","General","2003","oct",1525
"9533","Tlaxcala","General","2003","oct",239
"9534","Veracruz","General","2003","oct",1767
"9535","Yucatan","General","2003","oct",900
"9536","Zacatecas","General","2003","oct",487
"9537","Aguscalientes","General","2004","oct",455
"9538","Baja California","General","2004","oct",1001
"9539","Baja California Sur","General","2004","oct",176
"9540","Campeche","General","2004","oct",259
"9541","Coahuila","General","2004","oct",1497
"9542","Colima","General","2004","oct",172
"9543","Chiapas","General","2004","oct",979
"9544","Chihuahua","General","2004","oct",867
"9545","Distrito Federal","General","2004","oct",3089
"9546","Durango","General","2004","oct",762
"9547","Guanajuato","General","2004","oct",1597
"9548","Guerrero","General","2004","oct",1158
"9549","Hidalgo","General","2004","oct",366
"9550","Jalisco","General","2004","oct",2759
"9551","Mexico","General","2004","oct",3676
"9552","Michoacan","General","2004","oct",1288
"9553","Morelos","General","2004","oct",642
"9554","Nayarit","General","2004","oct",366
"9555","Nuevo Leon","General","2004","oct",1108
"9556","Oaxaca","General","2004","oct",733
"9557","Puebla","General","2004","oct",1504
"9558","Queretaro","General","2004","oct",443
"9559","Quintana Roo","General","2004","oct",139
"9560","San Luis Potosi","General","2004","oct",740
"9561","Sinaloa","General","2004","oct",1000
"9562","Sonora","General","2004","oct",835
"9563","Tabasco","General","2004","oct",607
"9564","Tamaulipas","General","2004","oct",1494
"9565","Tlaxcala","General","2004","oct",238
"9566","Veracruz","General","2004","oct",1422
"9567","Yucatan","General","2004","oct",973
"9568","Zacatecas","General","2004","oct",417
"9569","Aguscalientes","General","2005","oct",374
"9570","Baja California","General","2005","oct",1078
"9571","Baja California Sur","General","2005","oct",140
"9572","Campeche","General","2005","oct",200
"9573","Coahuila","General","2005","oct",1296
"9574","Colima","General","2005","oct",183
"9575","Chiapas","General","2005","oct",676
"9576","Chihuahua","General","2005","oct",1032
"9577","Distrito Federal","General","2005","oct",3195
"9578","Durango","General","2005","oct",952
"9579","Guanajuato","General","2005","oct",1610
"9580","Guerrero","General","2005","oct",1107
"9581","Hidalgo","General","2005","oct",432
"9582","Jalisco","General","2005","oct",2284
"9583","Mexico","General","2005","oct",3402
"9584","Michoacan","General","2005","oct",754
"9585","Morelos","General","2005","oct",783
"9586","Nayarit","General","2005","oct",387
"9587","Nuevo Leon","General","2005","oct",951
"9588","Oaxaca","General","2005","oct",837
"9589","Puebla","General","2005","oct",1636
"9590","Queretaro","General","2005","oct",328
"9591","Quintana Roo","General","2005","oct",136
"9592","San Luis Potosi","General","2005","oct",938
"9593","Sinaloa","General","2005","oct",1130
"9594","Sonora","General","2005","oct",711
"9595","Tabasco","General","2005","oct",548
"9596","Tamaulipas","General","2005","oct",885
"9597","Tlaxcala","General","2005","oct",259
"9598","Veracruz","General","2005","oct",1314
"9599","Yucatan","General","2005","oct",724
"9600","Zacatecas","General","2005","oct",285
"9601","Aguscalientes","General","2006","oct",580
"9602","Baja California","General","2006","oct",1670
"9603","Baja California Sur","General","2006","oct",248
"9604","Campeche","General","2006","oct",203
"9605","Coahuila","General","2006","oct",1472
"9606","Colima","General","2006","oct",218
"9607","Chiapas","General","2006","oct",1004
"9608","Chihuahua","General","2006","oct",1094
"9609","Distrito Federal","General","2006","oct",3886
"9610","Durango","General","2006","oct",669
"9611","Guanajuato","General","2006","oct",1837
"9612","Guerrero","General","2006","oct",1176
"9613","Hidalgo","General","2006","oct",552
"9614","Jalisco","General","2006","oct",3716
"9615","Mexico","General","2006","oct",4561
"9616","Michoacan","General","2006","oct",1116
"9617","Morelos","General","2006","oct",1017
"9618","Nayarit","General","2006","oct",375
"9619","Nuevo Leon","General","2006","oct",1446
"9620","Oaxaca","General","2006","oct",911
"9621","Puebla","General","2006","oct",1683
"9622","Queretaro","General","2006","oct",438
"9623","Quintana Roo","General","2006","oct",188
"9624","San Luis Potosi","General","2006","oct",1025
"9625","Sinaloa","General","2006","oct",1457
"9626","Sonora","General","2006","oct",788
"9627","Tabasco","General","2006","oct",755
"9628","Tamaulipas","General","2006","oct",1624
"9629","Tlaxcala","General","2006","oct",295
"9630","Veracruz","General","2006","oct",1821
"9631","Yucatan","General","2006","oct",873
"9632","Zacatecas","General","2006","oct",387
"9633","Aguscalientes","General","2007","oct",263
"9634","Baja California","General","2007","oct",1051
"9635","Baja California Sur","General","2007","oct",217
"9636","Campeche","General","2007","oct",231
"9637","Coahuila","General","2007","oct",1242
"9638","Colima","General","2007","oct",243
"9639","Chiapas","General","2007","oct",1044
"9640","Chihuahua","General","2007","oct",1588
"9641","Distrito Federal","General","2007","oct",3494
"9642","Durango","General","2007","oct",678
"9643","Guanajuato","General","2007","oct",1308
"9644","Guerrero","General","2007","oct",1424
"9645","Hidalgo","General","2007","oct",567
"9646","Jalisco","General","2007","oct",3364
"9647","Mexico","General","2007","oct",4932
"9648","Michoacan","General","2007","oct",1201
"9649","Morelos","General","2007","oct",916
"9650","Nayarit","General","2007","oct",275
"9651","Nuevo Leon","General","2007","oct",1499
"9652","Oaxaca","General","2007","oct",1085
"9653","Puebla","General","2007","oct",1398
"9654","Queretaro","General","2007","oct",453
"9655","Quintana Roo","General","2007","oct",258
"9656","San Luis Potosi","General","2007","oct",867
"9657","Sinaloa","General","2007","oct",1397
"9658","Sonora","General","2007","oct",747
"9659","Tabasco","General","2007","oct",753
"9660","Tamaulipas","General","2007","oct",1192
"9661","Tlaxcala","General","2007","oct",330
"9662","Veracruz","General","2007","oct",2029
"9663","Yucatan","General","2007","oct",985
"9664","Zacatecas","General","2007","oct",357
"9665","Aguscalientes","General","2008","oct",318
"9666","Baja California","General","2008","oct",936
"9667","Baja California Sur","General","2008","oct",236
"9668","Campeche","General","2008","oct",166
"9669","Coahuila","General","2008","oct",982
"9670","Colima","General","2008","oct",155
"9671","Chiapas","General","2008","oct",864
"9672","Chihuahua","General","2008","oct",1285
"9673","Distrito Federal","General","2008","oct",2340
"9674","Durango","General","2008","oct",513
"9675","Guanajuato","General","2008","oct",1324
"9676","Guerrero","General","2008","oct",926
"9677","Hidalgo","General","2008","oct",585
"9678","Jalisco","General","2008","oct",2421
"9679","Mexico","General","2008","oct",4010
"9680","Michoacan","General","2008","oct",957
"9681","Morelos","General","2008","oct",930
"9682","Nayarit","General","2008","oct",277
"9683","Nuevo Leon","General","2008","oct",1143
"9684","Oaxaca","General","2008","oct",905
"9685","Puebla","General","2008","oct",1449
"9686","Queretaro","General","2008","oct",340
"9687","Quintana Roo","General","2008","oct",190
"9688","San Luis Potosi","General","2008","oct",790
"9689","Sinaloa","General","2008","oct",1255
"9690","Sonora","General","2008","oct",680
"9691","Tabasco","General","2008","oct",589
"9692","Tamaulipas","General","2008","oct",1058
"9693","Tlaxcala","General","2008","oct",270
"9694","Veracruz","General","2008","oct",1595
"9695","Yucatan","General","2008","oct",698
"9696","Zacatecas","General","2008","oct",367
"9697","Aguscalientes","General","2009","oct",288
"9698","Baja California","General","2009","oct",1194
"9699","Baja California Sur","General","2009","oct",149
"9700","Campeche","General","2009","oct",207
"9701","Coahuila","General","2009","oct",1267
"9702","Colima","General","2009","oct",168
"9703","Chiapas","General","2009","oct",856
"9704","Chihuahua","General","2009","oct",1445
"9705","Distrito Federal","General","2009","oct",2606
"9706","Durango","General","2009","oct",714
"9707","Guanajuato","General","2009","oct",1427
"9708","Guerrero","General","2009","oct",1122
"9709","Hidalgo","General","2009","oct",524
"9710","Jalisco","General","2009","oct",2113
"9711","Mexico","General","2009","oct",4426
"9712","Michoacan","General","2009","oct",1182
"9713","Morelos","General","2009","oct",1288
"9714","Nayarit","General","2009","oct",239
"9715","Nuevo Leon","General","2009","oct",1599
"9716","Oaxaca","General","2009","oct",950
"9717","Puebla","General","2009","oct",1224
"9718","Queretaro","General","2009","oct",457
"9719","Quintana Roo","General","2009","oct",288
"9720","San Luis Potosi","General","2009","oct",1038
"9721","Sinaloa","General","2009","oct",1017
"9722","Sonora","General","2009","oct",620
"9723","Tabasco","General","2009","oct",703
"9724","Tamaulipas","General","2009","oct",958
"9725","Tlaxcala","General","2009","oct",302
"9726","Veracruz","General","2009","oct",1680
"9727","Yucatan","General","2009","oct",767
"9728","Zacatecas","General","2009","oct",301
"9729","Aguscalientes","General","2010","oct",555
"9730","Baja California","General","2010","oct",1168
"9731","Baja California Sur","General","2010","oct",132
"9732","Campeche","General","2010","oct",164
"9733","Coahuila","General","2010","oct",1004
"9734","Colima","General","2010","oct",110
"9735","Chiapas","General","2010","oct",1096
"9736","Chihuahua","General","2010","oct",1350
"9737","Distrito Federal","General","2010","oct",2529
"9738","Durango","General","2010","oct",756
"9739","Guanajuato","General","2010","oct",1277
"9740","Guerrero","General","2010","oct",1328
"9741","Hidalgo","General","2010","oct",505
"9742","Jalisco","General","2010","oct",2469
"9743","Mexico","General","2010","oct",4569
"9744","Michoacan","General","2010","oct",1216
"9745","Morelos","General","2010","oct",708
"9746","Nayarit","General","2010","oct",291
"9747","Nuevo Leon","General","2010","oct",1301
"9748","Oaxaca","General","2010","oct",1022
"9749","Puebla","General","2010","oct",1279
"9750","Queretaro","General","2010","oct",483
"9751","Quintana Roo","General","2010","oct",257
"9752","San Luis Potosi","General","2010","oct",911
"9753","Sinaloa","General","2010","oct",1133
"9754","Sonora","General","2010","oct",753
"9755","Tabasco","General","2010","oct",624
"9756","Tamaulipas","General","2010","oct",1041
"9757","Tlaxcala","General","2010","oct",329
"9758","Veracruz","General","2010","oct",1908
"9759","Yucatan","General","2010","oct",669
"9760","Zacatecas","General","2010","oct",337
"9761","Aguscalientes","General","2011","oct",443
"9762","Baja California","General","2011","oct",1373
"9763","Baja California Sur","General","2011","oct",163
"9764","Campeche","General","2011","oct",152
"9765","Coahuila","General","2011","oct",1351
"9766","Colima","General","2011","oct",100
"9767","Chiapas","General","2011","oct",940
"9768","Chihuahua","General","2011","oct",1461
"9769","Distrito Federal","General","2011","oct",2382
"9770","Durango","General","2011","oct",553
"9771","Guanajuato","General","2011","oct",1225
"9772","Guerrero","General","2011","oct",1053
"9773","Hidalgo","General","2011","oct",716
"9774","Jalisco","General","2011","oct",2595
"9775","Mexico","General","2011","oct",4920
"9776","Michoacan","General","2011","oct",1048
"9777","Morelos","General","2011","oct",945
"9778","Nayarit","General","2011","oct",285
"9779","Nuevo Leon","General","2011","oct",1380
"9780","Oaxaca","General","2011","oct",856
"9781","Puebla","General","2011","oct",1395
"9782","Queretaro","General","2011","oct",445
"9783","Quintana Roo","General","2011","oct",230
"9784","San Luis Potosi","General","2011","oct",864
"9785","Sinaloa","General","2011","oct",1409
"9786","Sonora","General","2011","oct",842
"9787","Tabasco","General","2011","oct",625
"9788","Tamaulipas","General","2011","oct",971
"9789","Tlaxcala","General","2011","oct",346
"9790","Veracruz","General","2011","oct",1862
"9791","Yucatan","General","2011","oct",423
"9792","Zacatecas","General","2011","oct",411
"9793","Aguscalientes","General","2012","oct",598
"9794","Baja California","General","2012","oct",1548
"9795","Baja California Sur","General","2012","oct",266
"9796","Campeche","General","2012","oct",223
"9797","Coahuila","General","2012","oct",1414
"9798","Colima","General","2012","oct",219
"9799","Chiapas","General","2012","oct",1254
"9800","Chihuahua","General","2012","oct",1505
"9801","Distrito Federal","General","2012","oct",2784
"9802","Durango","General","2012","oct",644
"9803","Guanajuato","General","2012","oct",1435
"9804","Guerrero","General","2012","oct",1062
"9805","Hidalgo","General","2012","oct",957
"9806","Jalisco","General","2012","oct",2676
"9807","Mexico","General","2012","oct",6334
"9808","Michoacan","General","2012","oct",1096
"9809","Morelos","General","2012","oct",842
"9810","Nayarit","General","2012","oct",396
"9811","Nuevo Leon","General","2012","oct",1508
"9812","Oaxaca","General","2012","oct",1217
"9813","Puebla","General","2012","oct",1318
"9814","Queretaro","General","2012","oct",541
"9815","Quintana Roo","General","2012","oct",222
"9816","San Luis Potosi","General","2012","oct",1152
"9817","Sinaloa","General","2012","oct",1656
"9818","Sonora","General","2012","oct",916
"9819","Tabasco","General","2012","oct",799
"9820","Tamaulipas","General","2012","oct",1363
"9821","Tlaxcala","General","2012","oct",403
"9822","Veracruz","General","2012","oct",2466
"9823","Yucatan","General","2012","oct",673
"9824","Zacatecas","General","2012","oct",428
"9825","Aguscalientes","General","2013","oct",700
"9826","Baja California","General","2013","oct",1785
"9827","Baja California Sur","General","2013","oct",162
"9828","Campeche","General","2013","oct",219
"9829","Coahuila","General","2013","oct",1116
"9830","Colima","General","2013","oct",146
"9831","Chiapas","General","2013","oct",1145
"9832","Chihuahua","General","2013","oct",1431
"9833","Distrito Federal","General","2013","oct",2571
"9834","Durango","General","2013","oct",714
"9835","Guanajuato","General","2013","oct",1280
"9836","Guerrero","General","2013","oct",1209
"9837","Hidalgo","General","2013","oct",817
"9838","Jalisco","General","2013","oct",2475
"9839","Mexico","General","2013","oct",4964
"9840","Michoacan","General","2013","oct",1154
"9841","Morelos","General","2013","oct",1127
"9842","Nayarit","General","2013","oct",299
"9843","Nuevo Leon","General","2013","oct",1561
"9844","Oaxaca","General","2013","oct",1130
"9845","Puebla","General","2013","oct",1307
"9846","Queretaro","General","2013","oct",496
"9847","Quintana Roo","General","2013","oct",331
"9848","San Luis Potosi","General","2013","oct",953
"9849","Sinaloa","General","2013","oct",1692
"9850","Sonora","General","2013","oct",993
"9851","Tabasco","General","2013","oct",725
"9852","Tamaulipas","General","2013","oct",1222
"9853","Tlaxcala","General","2013","oct",330
"9854","Veracruz","General","2013","oct",2305
"9855","Yucatan","General","2013","oct",464
"9856","Zacatecas","General","2013","oct",395
"9857","Aguscalientes","Hombres","2003","oct",173
"9858","Baja California","Hombres","2003","oct",543
"9859","Baja California Sur","Hombres","2003","oct",83
"9860","Campeche","Hombres","2003","oct",78
"9861","Coahuila","Hombres","2003","oct",480
"9862","Colima","Hombres","2003","oct",72
"9863","Chiapas","Hombres","2003","oct",419
"9864","Chihuahua","Hombres","2003","oct",448
"9865","Distrito Federal","Hombres","2003","oct",1550
"9866","Durango","Hombres","2003","oct",375
"9867","Guanajuato","Hombres","2003","oct",536
"9868","Guerrero","Hombres","2003","oct",594
"9869","Hidalgo","Hombres","2003","oct",193
"9870","Jalisco","Hombres","2003","oct",1168
"9871","Mexico","Hombres","2003","oct",1574
"9872","Michoacan","Hombres","2003","oct",425
"9873","Morelos","Hombres","2003","oct",398
"9874","Nayarit","Hombres","2003","oct",152
"9875","Nuevo Leon","Hombres","2003","oct",579
"9876","Oaxaca","Hombres","2003","oct",299
"9877","Puebla","Hombres","2003","oct",629
"9878","Queretaro","Hombres","2003","oct",170
"9879","Quintana Roo","Hombres","2003","oct",67
"9880","San Luis Potosi","Hombres","2003","oct",402
"9881","Sinaloa","Hombres","2003","oct",366
"9882","Sonora","Hombres","2003","oct",374
"9883","Tabasco","Hombres","2003","oct",300
"9884","Tamaulipas","Hombres","2003","oct",599
"9885","Tlaxcala","Hombres","2003","oct",87
"9886","Veracruz","Hombres","2003","oct",615
"9887","Yucatan","Hombres","2003","oct",310
"9888","Zacatecas","Hombres","2003","oct",178
"9889","Aguscalientes","Hombres","2004","oct",273
"9890","Baja California","Hombres","2004","oct",426
"9891","Baja California Sur","Hombres","2004","oct",83
"9892","Campeche","Hombres","2004","oct",95
"9893","Coahuila","Hombres","2004","oct",587
"9894","Colima","Hombres","2004","oct",60
"9895","Chiapas","Hombres","2004","oct",337
"9896","Chihuahua","Hombres","2004","oct",327
"9897","Distrito Federal","Hombres","2004","oct",1197
"9898","Durango","Hombres","2004","oct",296
"9899","Guanajuato","Hombres","2004","oct",590
"9900","Guerrero","Hombres","2004","oct",429
"9901","Hidalgo","Hombres","2004","oct",147
"9902","Jalisco","Hombres","2004","oct",1131
"9903","Mexico","Hombres","2004","oct",1332
"9904","Michoacan","Hombres","2004","oct",476
"9905","Morelos","Hombres","2004","oct",252
"9906","Nayarit","Hombres","2004","oct",136
"9907","Nuevo Leon","Hombres","2004","oct",431
"9908","Oaxaca","Hombres","2004","oct",272
"9909","Puebla","Hombres","2004","oct",582
"9910","Queretaro","Hombres","2004","oct",133
"9911","Quintana Roo","Hombres","2004","oct",46
"9912","San Luis Potosi","Hombres","2004","oct",285
"9913","Sinaloa","Hombres","2004","oct",456
"9914","Sonora","Hombres","2004","oct",304
"9915","Tabasco","Hombres","2004","oct",232
"9916","Tamaulipas","Hombres","2004","oct",546
"9917","Tlaxcala","Hombres","2004","oct",77
"9918","Veracruz","Hombres","2004","oct",521
"9919","Yucatan","Hombres","2004","oct",325
"9920","Zacatecas","Hombres","2004","oct",154
"9921","Aguscalientes","Hombres","2005","oct",127
"9922","Baja California","Hombres","2005","oct",460
"9923","Baja California Sur","Hombres","2005","oct",66
"9924","Campeche","Hombres","2005","oct",66
"9925","Coahuila","Hombres","2005","oct",503
"9926","Colima","Hombres","2005","oct",82
"9927","Chiapas","Hombres","2005","oct",265
"9928","Chihuahua","Hombres","2005","oct",384
"9929","Distrito Federal","Hombres","2005","oct",1316
"9930","Durango","Hombres","2005","oct",380
"9931","Guanajuato","Hombres","2005","oct",605
"9932","Guerrero","Hombres","2005","oct",400
"9933","Hidalgo","Hombres","2005","oct",151
"9934","Jalisco","Hombres","2005","oct",911
"9935","Mexico","Hombres","2005","oct",1304
"9936","Michoacan","Hombres","2005","oct",272
"9937","Morelos","Hombres","2005","oct",293
"9938","Nayarit","Hombres","2005","oct",172
"9939","Nuevo Leon","Hombres","2005","oct",360
"9940","Oaxaca","Hombres","2005","oct",294
"9941","Puebla","Hombres","2005","oct",634
"9942","Queretaro","Hombres","2005","oct",125
"9943","Quintana Roo","Hombres","2005","oct",54
"9944","San Luis Potosi","Hombres","2005","oct",322
"9945","Sinaloa","Hombres","2005","oct",440
"9946","Sonora","Hombres","2005","oct",273
"9947","Tabasco","Hombres","2005","oct",195
"9948","Tamaulipas","Hombres","2005","oct",338
"9949","Tlaxcala","Hombres","2005","oct",90
"9950","Veracruz","Hombres","2005","oct",472
"9951","Yucatan","Hombres","2005","oct",272
"9952","Zacatecas","Hombres","2005","oct",102
"9953","Aguscalientes","Hombres","2006","oct",235
"9954","Baja California","Hombres","2006","oct",681
"9955","Baja California Sur","Hombres","2006","oct",108
"9956","Campeche","Hombres","2006","oct",61
"9957","Coahuila","Hombres","2006","oct",598
"9958","Colima","Hombres","2006","oct",72
"9959","Chiapas","Hombres","2006","oct",368
"9960","Chihuahua","Hombres","2006","oct",382
"9961","Distrito Federal","Hombres","2006","oct",1566
"9962","Durango","Hombres","2006","oct",269
"9963","Guanajuato","Hombres","2006","oct",698
"9964","Guerrero","Hombres","2006","oct",462
"9965","Hidalgo","Hombres","2006","oct",206
"9966","Jalisco","Hombres","2006","oct",1520
