"","estado","genero","fecha","fuente","casos"
"6862","Jalisco","Mujeres","2008","sedena",104
"6863","Mexico","Mujeres","2008","sedena",215
"6864","Michoacan","Mujeres","2008","sedena",0
"6865","Morelos","Mujeres","2008","sedena",61
"6866","Nayarit","Mujeres","2008","sedena",0
"6867","Nuevo Leon","Mujeres","2008","sedena",76
"6868","Oaxaca","Mujeres","2008","sedena",182
"6869","Puebla","Mujeres","2008","sedena",4
"6870","Queretaro","Mujeres","2008","sedena",14
"6871","Quintana Roo","Mujeres","2008","sedena",7
"6872","San Luis Potosi","Mujeres","2008","sedena",27
"6873","Sinaloa","Mujeres","2008","sedena",56
"6874","Sonora","Mujeres","2008","sedena",35
"6875","Tabasco","Mujeres","2008","sedena",5
"6876","Tamaulipas","Mujeres","2008","sedena",10
"6877","Tlaxcala","Mujeres","2008","sedena",17
"6878","Veracruz","Mujeres","2008","sedena",123
"6879","Yucatan","Mujeres","2008","sedena",0
"6880","Zacatecas","Mujeres","2008","sedena",0
"6881","Aguscalientes","Mujeres","2009","sedena",64
"6882","Baja California","Mujeres","2009","sedena",13
"6883","Baja California Sur","Mujeres","2009","sedena",0
"6884","Campeche","Mujeres","2009","sedena",2
"6885","Coahuila","Mujeres","2009","sedena",16
"6886","Colima","Mujeres","2009","sedena",0
"6887","Chiapas","Mujeres","2009","sedena",7
"6888","Chihuahua","Mujeres","2009","sedena",239
"6889","Distrito Federal","Mujeres","2009","sedena",340
"6890","Durango","Mujeres","2009","sedena",15
"6891","Guanajuato","Mujeres","2009","sedena",144
"6892","Guerrero","Mujeres","2009","sedena",9
"6893","Hidalgo","Mujeres","2009","sedena",5
"6894","Jalisco","Mujeres","2009","sedena",17
"6895","Mexico","Mujeres","2009","sedena",231
"6896","Michoacan","Mujeres","2009","sedena",0
"6897","Morelos","Mujeres","2009","sedena",37
"6898","Nayarit","Mujeres","2009","sedena",0
"6899","Nuevo Leon","Mujeres","2009","sedena",48
"6900","Oaxaca","Mujeres","2009","sedena",142
"6901","Puebla","Mujeres","2009","sedena",2
"6902","Queretaro","Mujeres","2009","sedena",39
"6903","Quintana Roo","Mujeres","2009","sedena",30
"6904","San Luis Potosi","Mujeres","2009","sedena",37
"6905","Sinaloa","Mujeres","2009","sedena",3
"6906","Sonora","Mujeres","2009","sedena",43
"6907","Tabasco","Mujeres","2009","sedena",6
"6908","Tamaulipas","Mujeres","2009","sedena",44
"6909","Tlaxcala","Mujeres","2009","sedena",3
"6910","Veracruz","Mujeres","2009","sedena",123
"6911","Yucatan","Mujeres","2009","sedena",0
"6912","Zacatecas","Mujeres","2009","sedena",0
"6913","Aguscalientes","Mujeres","2010","sedena",0
"6914","Baja California","Mujeres","2010","sedena",3
"6915","Baja California Sur","Mujeres","2010","sedena",6
"6916","Campeche","Mujeres","2010","sedena",1
"6917","Coahuila","Mujeres","2010","sedena",44
"6918","Colima","Mujeres","2010","sedena",17
"6919","Chiapas","Mujeres","2010","sedena",1
"6920","Chihuahua","Mujeres","2010","sedena",19
"6921","Distrito Federal","Mujeres","2010","sedena",230
"6922","Durango","Mujeres","2010","sedena",2
"6923","Guanajuato","Mujeres","2010","sedena",65
"6924","Guerrero","Mujeres","2010","sedena",52
"6925","Hidalgo","Mujeres","2010","sedena",0
"6926","Jalisco","Mujeres","2010","sedena",37
"6927","Mexico","Mujeres","2010","sedena",496
"6928","Michoacan","Mujeres","2010","sedena",0
"6929","Morelos","Mujeres","2010","sedena",29
"6930","Nayarit","Mujeres","2010","sedena",0
"6931","Nuevo Leon","Mujeres","2010","sedena",42
"6932","Oaxaca","Mujeres","2010","sedena",2
"6933","Puebla","Mujeres","2010","sedena",0
"6934","Queretaro","Mujeres","2010","sedena",45
"6935","Quintana Roo","Mujeres","2010","sedena",5
"6936","San Luis Potosi","Mujeres","2010","sedena",63
"6937","Sinaloa","Mujeres","2010","sedena",3
"6938","Sonora","Mujeres","2010","sedena",6
"6939","Tabasco","Mujeres","2010","sedena",18
"6940","Tamaulipas","Mujeres","2010","sedena",6
"6941","Tlaxcala","Mujeres","2010","sedena",0
"6942","Veracruz","Mujeres","2010","sedena",97
"6943","Yucatan","Mujeres","2010","sedena",0
"6944","Zacatecas","Mujeres","2010","sedena",0
"6945","Aguscalientes","Mujeres","2011","sedena",2
"6946","Baja California","Mujeres","2011","sedena",10
"6947","Baja California Sur","Mujeres","2011","sedena",2
"6948","Campeche","Mujeres","2011","sedena",1
"6949","Coahuila","Mujeres","2011","sedena",1
"6950","Colima","Mujeres","2011","sedena",5
"6951","Chiapas","Mujeres","2011","sedena",162
"6952","Chihuahua","Mujeres","2011","sedena",71
"6953","Distrito Federal","Mujeres","2011","sedena",209
"6954","Durango","Mujeres","2011","sedena",2
"6955","Guanajuato","Mujeres","2011","sedena",73
"6956","Guerrero","Mujeres","2011","sedena",82
"6957","Hidalgo","Mujeres","2011","sedena",3
"6958","Jalisco","Mujeres","2011","sedena",27
"6959","Mexico","Mujeres","2011","sedena",395
"6960","Michoacan","Mujeres","2011","sedena",0
"6961","Morelos","Mujeres","2011","sedena",10
"6962","Nayarit","Mujeres","2011","sedena",0
"6963","Nuevo Leon","Mujeres","2011","sedena",65
"6964","Oaxaca","Mujeres","2011","sedena",17
"6965","Puebla","Mujeres","2011","sedena",5
"6966","Queretaro","Mujeres","2011","sedena",11
"6967","Quintana Roo","Mujeres","2011","sedena",0
"6968","San Luis Potosi","Mujeres","2011","sedena",53
"6969","Sinaloa","Mujeres","2011","sedena",4
"6970","Sonora","Mujeres","2011","sedena",1
"6971","Tabasco","Mujeres","2011","sedena",80
"6972","Tamaulipas","Mujeres","2011","sedena",14
"6973","Tlaxcala","Mujeres","2011","sedena",3
"6974","Veracruz","Mujeres","2011","sedena",228
"6975","Yucatan","Mujeres","2011","sedena",48
"6976","Zacatecas","Mujeres","2011","sedena",5
"6977","Aguscalientes","Mujeres","2012","sedena",0
"6978","Baja California","Mujeres","2012","sedena",9
"6979","Baja California Sur","Mujeres","2012","sedena",2
"6980","Campeche","Mujeres","2012","sedena",0
"6981","Coahuila","Mujeres","2012","sedena",1
"6982","Colima","Mujeres","2012","sedena",3
"6983","Chiapas","Mujeres","2012","sedena",9
"6984","Chihuahua","Mujeres","2012","sedena",91
"6985","Distrito Federal","Mujeres","2012","sedena",289
"6986","Durango","Mujeres","2012","sedena",11
"6987","Guanajuato","Mujeres","2012","sedena",124
"6988","Guerrero","Mujeres","2012","sedena",45
"6989","Hidalgo","Mujeres","2012","sedena",0
"6990","Jalisco","Mujeres","2012","sedena",93
"6991","Mexico","Mujeres","2012","sedena",258
"6992","Michoacan","Mujeres","2012","sedena",3
"6993","Morelos","Mujeres","2012","sedena",22
"6994","Nayarit","Mujeres","2012","sedena",0
"6995","Nuevo Leon","Mujeres","2012","sedena",55
"6996","Oaxaca","Mujeres","2012","sedena",20
"6997","Puebla","Mujeres","2012","sedena",15
"6998","Queretaro","Mujeres","2012","sedena",2
"6999","Quintana Roo","Mujeres","2012","sedena",1
"7000","San Luis Potosi","Mujeres","2012","sedena",37
"7001","Sinaloa","Mujeres","2012","sedena",0
"7002","Sonora","Mujeres","2012","sedena",4
"7003","Tabasco","Mujeres","2012","sedena",28
"7004","Tamaulipas","Mujeres","2012","sedena",22
"7005","Tlaxcala","Mujeres","2012","sedena",4
"7006","Veracruz","Mujeres","2012","sedena",177
"7007","Yucatan","Mujeres","2012","sedena",71
"7008","Zacatecas","Mujeres","2012","sedena",20
"7009","Aguscalientes","Mujeres","2013","sedena",0
"7010","Baja California","Mujeres","2013","sedena",4
"7011","Baja California Sur","Mujeres","2013","sedena",3
"7012","Campeche","Mujeres","2013","sedena",0
"7013","Coahuila","Mujeres","2013","sedena",26
"7014","Colima","Mujeres","2013","sedena",2
"7015","Chiapas","Mujeres","2013","sedena",0
"7016","Chihuahua","Mujeres","2013","sedena",5
"7017","Distrito Federal","Mujeres","2013","sedena",94
"7018","Durango","Mujeres","2013","sedena",66
"7019","Guanajuato","Mujeres","2013","sedena",40
"7020","Guerrero","Mujeres","2013","sedena",21
"7021","Hidalgo","Mujeres","2013","sedena",0
"7022","Jalisco","Mujeres","2013","sedena",13
"7023","Mexico","Mujeres","2013","sedena",104
"7024","Michoacan","Mujeres","2013","sedena",0
"7025","Morelos","Mujeres","2013","sedena",32
"7026","Nayarit","Mujeres","2013","sedena",0
"7027","Nuevo Leon","Mujeres","2013","sedena",4
"7028","Oaxaca","Mujeres","2013","sedena",2
"7029","Puebla","Mujeres","2013","sedena",0
"7030","Queretaro","Mujeres","2013","sedena",7
"7031","Quintana Roo","Mujeres","2013","sedena",0
"7032","San Luis Potosi","Mujeres","2013","sedena",9
"7033","Sinaloa","Mujeres","2013","sedena",15
"7034","Sonora","Mujeres","2013","sedena",48
"7035","Tabasco","Mujeres","2013","sedena",10
"7036","Tamaulipas","Mujeres","2013","sedena",0
"7037","Tlaxcala","Mujeres","2013","sedena",8
"7038","Veracruz","Mujeres","2013","sedena",193
"7039","Yucatan","Mujeres","2013","sedena",0
"7040","Zacatecas","Mujeres","2013","sedena",10
"7041","Aguscalientes","Hombres","2003","sedena",0
"7042","Baja California","Hombres","2003","sedena",12
"7043","Baja California Sur","Hombres","2003","sedena",11
"7044","Campeche","Hombres","2003","sedena",0
"7045","Coahuila","Hombres","2003","sedena",0
"7046","Colima","Hombres","2003","sedena",10
"7047","Chiapas","Hombres","2003","sedena",19
"7048","Chihuahua","Hombres","2003","sedena",0
"7049","Distrito Federal","Hombres","2003","sedena",329
"7050","Durango","Hombres","2003","sedena",60
"7051","Guanajuato","Hombres","2003","sedena",77
"7052","Guerrero","Hombres","2003","sedena",6
"7053","Hidalgo","Hombres","2003","sedena",0
"7054","Jalisco","Hombres","2003","sedena",108
"7055","Mexico","Hombres","2003","sedena",111
"7056","Michoacan","Hombres","2003","sedena",0
"7057","Morelos","Hombres","2003","sedena",0
"7058","Nayarit","Hombres","2003","sedena",12
"7059","Nuevo Leon","Hombres","2003","sedena",21
"7060","Oaxaca","Hombres","2003","sedena",180
"7061","Puebla","Hombres","2003","sedena",15
"7062","Queretaro","Hombres","2003","sedena",0
"7063","Quintana Roo","Hombres","2003","sedena",7
"7064","San Luis Potosi","Hombres","2003","sedena",76
"7065","Sinaloa","Hombres","2003","sedena",92
"7066","Sonora","Hombres","2003","sedena",115
"7067","Tabasco","Hombres","2003","sedena",62
"7068","Tamaulipas","Hombres","2003","sedena",25
"7069","Tlaxcala","Hombres","2003","sedena",0
"7070","Veracruz","Hombres","2003","sedena",70
"7071","Yucatan","Hombres","2003","sedena",0
"7072","Zacatecas","Hombres","2003","sedena",0
"7073","Aguscalientes","Hombres","2004","sedena",0
"7074","Baja California","Hombres","2004","sedena",6
"7075","Baja California Sur","Hombres","2004","sedena",8
"7076","Campeche","Hombres","2004","sedena",20
"7077","Coahuila","Hombres","2004","sedena",0
"7078","Colima","Hombres","2004","sedena",8
"7079","Chiapas","Hombres","2004","sedena",80
"7080","Chihuahua","Hombres","2004","sedena",0
"7081","Distrito Federal","Hombres","2004","sedena",403
"7082","Durango","Hombres","2004","sedena",9
"7083","Guanajuato","Hombres","2004","sedena",24
"7084","Guerrero","Hombres","2004","sedena",31
"7085","Hidalgo","Hombres","2004","sedena",10
"7086","Jalisco","Hombres","2004","sedena",135
"7087","Mexico","Hombres","2004","sedena",509
"7088","Michoacan","Hombres","2004","sedena",0
"7089","Morelos","Hombres","2004","sedena",0
"7090","Nayarit","Hombres","2004","sedena",14
"7091","Nuevo Leon","Hombres","2004","sedena",31
"7092","Oaxaca","Hombres","2004","sedena",136
"7093","Puebla","Hombres","2004","sedena",8
"7094","Queretaro","Hombres","2004","sedena",0
"7095","Quintana Roo","Hombres","2004","sedena",7
"7096","San Luis Potosi","Hombres","2004","sedena",145
"7097","Sinaloa","Hombres","2004","sedena",229
"7098","Sonora","Hombres","2004","sedena",79
"7099","Tabasco","Hombres","2004","sedena",75
"7100","Tamaulipas","Hombres","2004","sedena",18
"7101","Tlaxcala","Hombres","2004","sedena",29
"7102","Veracruz","Hombres","2004","sedena",50
"7103","Yucatan","Hombres","2004","sedena",0
"7104","Zacatecas","Hombres","2004","sedena",10
"7105","Aguscalientes","Hombres","2005","sedena",4
"7106","Baja California","Hombres","2005","sedena",20
"7107","Baja California Sur","Hombres","2005","sedena",92
"7108","Campeche","Hombres","2005","sedena",64
"7109","Coahuila","Hombres","2005","sedena",7
"7110","Colima","Hombres","2005","sedena",0
"7111","Chiapas","Hombres","2005","sedena",103
"7112","Chihuahua","Hombres","2005","sedena",22
"7113","Distrito Federal","Hombres","2005","sedena",345
"7114","Durango","Hombres","2005","sedena",16
"7115","Guanajuato","Hombres","2005","sedena",38
"7116","Guerrero","Hombres","2005","sedena",5
"7117","Hidalgo","Hombres","2005","sedena",34
"7118","Jalisco","Hombres","2005","sedena",71
"7119","Mexico","Hombres","2005","sedena",293
"7120","Michoacan","Hombres","2005","sedena",44
"7121","Morelos","Hombres","2005","sedena",57
"7122","Nayarit","Hombres","2005","sedena",2
"7123","Nuevo Leon","Hombres","2005","sedena",57
"7124","Oaxaca","Hombres","2005","sedena",93
"7125","Puebla","Hombres","2005","sedena",11
"7126","Queretaro","Hombres","2005","sedena",0
"7127","Quintana Roo","Hombres","2005","sedena",9
"7128","San Luis Potosi","Hombres","2005","sedena",209
"7129","Sinaloa","Hombres","2005","sedena",192
"7130","Sonora","Hombres","2005","sedena",51
"7131","Tabasco","Hombres","2005","sedena",46
"7132","Tamaulipas","Hombres","2005","sedena",64
"7133","Tlaxcala","Hombres","2005","sedena",80
"7134","Veracruz","Hombres","2005","sedena",65
"7135","Yucatan","Hombres","2005","sedena",4
"7136","Zacatecas","Hombres","2005","sedena",3
"7137","Aguscalientes","Hombres","2006","sedena",43
"7138","Baja California","Hombres","2006","sedena",18
"7139","Baja California Sur","Hombres","2006","sedena",15
"7140","Campeche","Hombres","2006","sedena",10
"7141","Coahuila","Hombres","2006","sedena",27
"7142","Colima","Hombres","2006","sedena",13
"7143","Chiapas","Hombres","2006","sedena",153
"7144","Chihuahua","Hombres","2006","sedena",15
"7145","Distrito Federal","Hombres","2006","sedena",336
"7146","Durango","Hombres","2006","sedena",3
"7147","Guanajuato","Hombres","2006","sedena",5
"7148","Guerrero","Hombres","2006","sedena",9
"7149","Hidalgo","Hombres","2006","sedena",22
"7150","Jalisco","Hombres","2006","sedena",87
"7151","Mexico","Hombres","2006","sedena",243
"7152","Michoacan","Hombres","2006","sedena",26
"7153","Morelos","Hombres","2006","sedena",202
"7154","Nayarit","Hombres","2006","sedena",1
"7155","Nuevo Leon","Hombres","2006","sedena",50
"7156","Oaxaca","Hombres","2006","sedena",47
"7157","Puebla","Hombres","2006","sedena",20
"7158","Queretaro","Hombres","2006","sedena",0
"7159","Quintana Roo","Hombres","2006","sedena",11
"7160","San Luis Potosi","Hombres","2006","sedena",121
"7161","Sinaloa","Hombres","2006","sedena",175
"7162","Sonora","Hombres","2006","sedena",65
"7163","Tabasco","Hombres","2006","sedena",39
"7164","Tamaulipas","Hombres","2006","sedena",19
"7165","Tlaxcala","Hombres","2006","sedena",13
"7166","Veracruz","Hombres","2006","sedena",37
"7167","Yucatan","Hombres","2006","sedena",2
"7168","Zacatecas","Hombres","2006","sedena",2
"7169","Aguscalientes","Hombres","2007","sedena",70
"7170","Baja California","Hombres","2007","sedena",56
"7171","Baja California Sur","Hombres","2007","sedena",2
"7172","Campeche","Hombres","2007","sedena",1
"7173","Coahuila","Hombres","2007","sedena",27
"7174","Colima","Hombres","2007","sedena",8
"7175","Chiapas","Hombres","2007","sedena",40
"7176","Chihuahua","Hombres","2007","sedena",70
"7177","Distrito Federal","Hombres","2007","sedena",667
"7178","Durango","Hombres","2007","sedena",23
"7179","Guanajuato","Hombres","2007","sedena",21
"7180","Guerrero","Hombres","2007","sedena",78
"7181","Hidalgo","Hombres","2007","sedena",8
"7182","Jalisco","Hombres","2007","sedena",44
"7183","Mexico","Hombres","2007","sedena",273
"7184","Michoacan","Hombres","2007","sedena",0
"7185","Morelos","Hombres","2007","sedena",119
"7186","Nayarit","Hombres","2007","sedena",0
"7187","Nuevo Leon","Hombres","2007","sedena",41
"7188","Oaxaca","Hombres","2007","sedena",37
"7189","Puebla","Hombres","2007","sedena",8
"7191","Quintana Roo","Hombres","2007","sedena",14
"7192","San Luis Potosi","Hombres","2007","sedena",38
"7193","Sinaloa","Hombres","2007","sedena",121
"7194","Sonora","Hombres","2007","sedena",25
"7195","Tabasco","Hombres","2007","sedena",29
"7196","Tamaulipas","Hombres","2007","sedena",12
"7197","Tlaxcala","Hombres","2007","sedena",0
"7198","Veracruz","Hombres","2007","sedena",43
"7199","Yucatan","Hombres","2007","sedena",0
"7200","Zacatecas","Hombres","2007","sedena",0
"7201","Aguscalientes","Hombres","2008","sedena",206
"7202","Baja California","Hombres","2008","sedena",15
"7203","Baja California Sur","Hombres","2008","sedena",1
"7204","Campeche","Hombres","2008","sedena",9
"7205","Coahuila","Hombres","2008","sedena",10
"7206","Colima","Hombres","2008","sedena",8
"7207","Chiapas","Hombres","2008","sedena",3
"7208","Chihuahua","Hombres","2008","sedena",10
"7209","Distrito Federal","Hombres","2008","sedena",543
"7210","Durango","Hombres","2008","sedena",8
"7211","Guanajuato","Hombres","2008","sedena",61
"7212","Guerrero","Hombres","2008","sedena",21
"7213","Hidalgo","Hombres","2008","sedena",1
"7214","Jalisco","Hombres","2008","sedena",73
"7215","Mexico","Hombres","2008","sedena",136
"7216","Michoacan","Hombres","2008","sedena",0
"7217","Morelos","Hombres","2008","sedena",55
"7218","Nayarit","Hombres","2008","sedena",0
"7219","Nuevo Leon","Hombres","2008","sedena",42
"7220","Oaxaca","Hombres","2008","sedena",118
"7221","Puebla","Hombres","2008","sedena",3
"7222","Queretaro","Hombres","2008","sedena",9
"7223","Quintana Roo","Hombres","2008","sedena",3
"7224","San Luis Potosi","Hombres","2008","sedena",10
"7225","Sinaloa","Hombres","2008","sedena",75
"7226","Sonora","Hombres","2008","sedena",13
"7227","Tabasco","Hombres","2008","sedena",5
"7228","Tamaulipas","Hombres","2008","sedena",5
"7229","Tlaxcala","Hombres","2008","sedena",10
"7230","Veracruz","Hombres","2008","sedena",52
"7231","Yucatan","Hombres","2008","sedena",0
"7232","Zacatecas","Hombres","2008","sedena",0
"7233","Aguscalientes","Hombres","2009","sedena",58
"7234","Baja California","Hombres","2009","sedena",14
"7235","Baja California Sur","Hombres","2009","sedena",0
"7236","Campeche","Hombres","2009","sedena",4
"7237","Coahuila","Hombres","2009","sedena",16
"7238","Colima","Hombres","2009","sedena",0
"7239","Chiapas","Hombres","2009","sedena",5
"7240","Chihuahua","Hombres","2009","sedena",136
"7241","Distrito Federal","Hombres","2009","sedena",202
"7242","Durango","Hombres","2009","sedena",7
"7243","Guanajuato","Hombres","2009","sedena",66
"7244","Guerrero","Hombres","2009","sedena",7
"7245","Hidalgo","Hombres","2009","sedena",6
"7246","Jalisco","Hombres","2009","sedena",8
"7247","Mexico","Hombres","2009","sedena",185
"7248","Michoacan","Hombres","2009","sedena",0
"7249","Morelos","Hombres","2009","sedena",40
"7250","Nayarit","Hombres","2009","sedena",0
"7251","Nuevo Leon","Hombres","2009","sedena",33
"7252","Oaxaca","Hombres","2009","sedena",148
"7253","Puebla","Hombres","2009","sedena",1
"7254","Queretaro","Hombres","2009","sedena",23
"7255","Quintana Roo","Hombres","2009","sedena",10
"7256","San Luis Potosi","Hombres","2009","sedena",25
"7257","Sinaloa","Hombres","2009","sedena",3
"7258","Sonora","Hombres","2009","sedena",22
"7259","Tabasco","Hombres","2009","sedena",6
"7260","Tamaulipas","Hombres","2009","sedena",19
"7261","Tlaxcala","Hombres","2009","sedena",3
"7262","Veracruz","Hombres","2009","sedena",62
"7263","Yucatan","Hombres","2009","sedena",0
"7264","Zacatecas","Hombres","2009","sedena",0
"7265","Aguscalientes","Hombres","2010","sedena",0
"7266","Baja California","Hombres","2010","sedena",5
"7267","Baja California Sur","Hombres","2010","sedena",11
"7268","Campeche","Hombres","2010","sedena",0
"7269","Coahuila","Hombres","2010","sedena",18
"7270","Colima","Hombres","2010","sedena",14
"7271","Chiapas","Hombres","2010","sedena",0
"7272","Chihuahua","Hombres","2010","sedena",20
"7273","Distrito Federal","Hombres","2010","sedena",178
"7274","Durango","Hombres","2010","sedena",2
"7275","Guanajuato","Hombres","2010","sedena",34
"7276","Guerrero","Hombres","2010","sedena",22
"7277","Hidalgo","Hombres","2010","sedena",0
"7278","Jalisco","Hombres","2010","sedena",14
"7279","Mexico","Hombres","2010","sedena",403
"7280","Michoacan","Hombres","2010","sedena",0
"7281","Morelos","Hombres","2010","sedena",34
"7282","Nayarit","Hombres","2010","sedena",0
"7283","Nuevo Leon","Hombres","2010","sedena",10
"7284","Oaxaca","Hombres","2010","sedena",13
"7285","Puebla","Hombres","2010","sedena",0
"7286","Queretaro","Hombres","2010","sedena",30
"7287","Quintana Roo","Hombres","2010","sedena",4
"7288","San Luis Potosi","Hombres","2010","sedena",27
"7289","Sinaloa","Hombres","2010","sedena",1
"7290","Sonora","Hombres","2010","sedena",4
"7291","Tabasco","Hombres","2010","sedena",19
"7292","Tamaulipas","Hombres","2010","sedena",5
"7293","Tlaxcala","Hombres","2010","sedena",0
"7294","Veracruz","Hombres","2010","sedena",25
"7295","Yucatan","Hombres","2010","sedena",0
"7296","Zacatecas","Hombres","2010","sedena",0
"7297","Aguscalientes","Hombres","2011","sedena",1
"7298","Baja California","Hombres","2011","sedena",4
"7299","Baja California Sur","Hombres","2011","sedena",1
"7300","Campeche","Hombres","2011","sedena",2
"7301","Coahuila","Hombres","2011","sedena",2
"7302","Colima","Hombres","2011","sedena",1
"7303","Chiapas","Hombres","2011","sedena",64
"7304","Chihuahua","Hombres","2011","sedena",37
"7305","Distrito Federal","Hombres","2011","sedena",145
"7306","Durango","Hombres","2011","sedena",3
"7307","Guanajuato","Hombres","2011","sedena",28
"7308","Guerrero","Hombres","2011","sedena",52
"7309","Hidalgo","Hombres","2011","sedena",1
"7310","Jalisco","Hombres","2011","sedena",17
"7311","Mexico","Hombres","2011","sedena",307
"7312","Michoacan","Hombres","2011","sedena",0
"7313","Morelos","Hombres","2011","sedena",2
"7314","Nayarit","Hombres","2011","sedena",0
"7315","Nuevo Leon","Hombres","2011","sedena",42
"7316","Oaxaca","Hombres","2011","sedena",12
"7317","Puebla","Hombres","2011","sedena",2
"7318","Queretaro","Hombres","2011","sedena",17
"7319","Quintana Roo","Hombres","2011","sedena",1
"7320","San Luis Potosi","Hombres","2011","sedena",24
"7321","Sinaloa","Hombres","2011","sedena",5
"7322","Sonora","Hombres","2011","sedena",0
"7323","Tabasco","Hombres","2011","sedena",66
"7324","Tamaulipas","Hombres","2011","sedena",6
"7325","Tlaxcala","Hombres","2011","sedena",1
"7326","Veracruz","Hombres","2011","sedena",121
"7327","Yucatan","Hombres","2011","sedena",32
"7328","Zacatecas","Hombres","2011","sedena",0
"7329","Aguscalientes","Hombres","2012","sedena",0
"7330","Baja California","Hombres","2012","sedena",5
"7331","Baja California Sur","Hombres","2012","sedena",1
"7332","Campeche","Hombres","2012","sedena",0
"7333","Coahuila","Hombres","2012","sedena",4
"7334","Colima","Hombres","2012","sedena",1
"7335","Chiapas","Hombres","2012","sedena",2
"7336","Chihuahua","Hombres","2012","sedena",94
"7337","Distrito Federal","Hombres","2012","sedena",170
"7338","Durango","Hombres","2012","sedena",10
"7339","Guanajuato","Hombres","2012","sedena",59
"7340","Guerrero","Hombres","2012","sedena",22
"7341","Hidalgo","Hombres","2012","sedena",0
"7342","Jalisco","Hombres","2012","sedena",94
"7343","Mexico","Hombres","2012","sedena",178
"7344","Michoacan","Hombres","2012","sedena",1
"7345","Morelos","Hombres","2012","sedena",8
"7346","Nayarit","Hombres","2012","sedena",0
"7347","Nuevo Leon","Hombres","2012","sedena",34
"7348","Oaxaca","Hombres","2012","sedena",11
"7349","Puebla","Hombres","2012","sedena",4
"7350","Queretaro","Hombres","2012","sedena",14
"7351","Quintana Roo","Hombres","2012","sedena",1
"7352","San Luis Potosi","Hombres","2012","sedena",18
"7353","Sinaloa","Hombres","2012","sedena",2
"7354","Sonora","Hombres","2012","sedena",3
"7355","Tabasco","Hombres","2012","sedena",18
"7356","Tamaulipas","Hombres","2012","sedena",9
"7357","Tlaxcala","Hombres","2012","sedena",4
"7358","Veracruz","Hombres","2012","sedena",149
"7359","Yucatan","Hombres","2012","sedena",67
"7360","Zacatecas","Hombres","2012","sedena",15
"7361","Aguscalientes","Hombres","2013","sedena",1
"7362","Baja California","Hombres","2013","sedena",7
"7363","Baja California Sur","Hombres","2013","sedena",1
"7364","Campeche","Hombres","2013","sedena",0
"7365","Coahuila","Hombres","2013","sedena",15
"7366","Colima","Hombres","2013","sedena",1
"7367","Chiapas","Hombres","2013","sedena",0
"7368","Chihuahua","Hombres","2013","sedena",12
"7369","Distrito Federal","Hombres","2013","sedena",81
"7370","Durango","Hombres","2013","sedena",67
"7371","Guanajuato","Hombres","2013","sedena",25
"7372","Guerrero","Hombres","2013","sedena",16
"7373","Hidalgo","Hombres","2013","sedena",0
"7374","Jalisco","Hombres","2013","sedena",11
"7375","Mexico","Hombres","2013","sedena",72
"7376","Michoacan","Hombres","2013","sedena",0
"7377","Morelos","Hombres","2013","sedena",13
"7378","Nayarit","Hombres","2013","sedena",0
"7379","Nuevo Leon","Hombres","2013","sedena",2
"7380","Oaxaca","Hombres","2013","sedena",0
"7381","Puebla","Hombres","2013","sedena",0
"7382","Queretaro","Hombres","2013","sedena",7
"7383","Quintana Roo","Hombres","2013","sedena",0
"7384","San Luis Potosi","Hombres","2013","sedena",8
"7385","Sinaloa","Hombres","2013","sedena",4
"7386","Sonora","Hombres","2013","sedena",22
"7387","Tabasco","Hombres","2013","sedena",8
"7388","Tamaulipas","Hombres","2013","sedena",0
"7389","Tlaxcala","Hombres","2013","sedena",2
"7390","Veracruz","Hombres","2013","sedena",167
"7391","Yucatan","Hombres","2013","sedena",0
"7392","Zacatecas","Hombres","2013","sedena",4
"7393","Aguscalientes","General","2003","semar",0
"7394","Baja California","General","2003","semar",2
"7395","Baja California Sur","General","2003","semar",17
"7396","Campeche","General","2003","semar",49
"7397","Coahuila","General","2003","semar",0
"7398","Colima","General","2003","semar",3
"7399","Chiapas","General","2003","semar",23
"7400","Chihuahua","General","2003","semar",0
"7401","Distrito Federal","General","2003","semar",219
"7402","Durango","General","2003","semar",0
"7403","Guanajuato","General","2003","semar",0
"7404","Guerrero","General","2003","semar",125
"7405","Hidalgo","General","2003","semar",0
"7406","Jalisco","General","2003","semar",81
"7407","Mexico","General","2003","semar",0
"7408","Michoacan","General","2003","semar",25
"7409","Morelos","General","2003","semar",0
"7410","Nayarit","General","2003","semar",2
"7411","Nuevo Leon","General","2003","semar",0
"7412","Oaxaca","General","2003","semar",60
"7413","Puebla","General","2003","semar",0
"7414","Queretaro","General","2003","semar",0
"7415","Quintana Roo","General","2003","semar",26
"7416","San Luis Potosi","General","2003","semar",0
"7417","Sinaloa","General","2003","semar",67
"7418","Sonora","General","2003","semar",38
"7419","Tabasco","General","2003","semar",27
"7420","Tamaulipas","General","2003","semar",43
"7421","Tlaxcala","General","2003","semar",0
"7422","Veracruz","General","2003","semar",83
"7423","Yucatan","General","2003","semar",0
"7424","Zacatecas","General","2003","semar",0
"7425","Aguscalientes","General","2004","semar",0
"7426","Baja California","General","2004","semar",0
"7427","Baja California Sur","General","2004","semar",22
"7428","Campeche","General","2004","semar",92
"7429","Coahuila","General","2004","semar",0
"7430","Colima","General","2004","semar",5
"7431","Chiapas","General","2004","semar",10
"7432","Chihuahua","General","2004","semar",0
"7433","Distrito Federal","General","2004","semar",109
