"","estado","genero","fecha","edad","casos"
"9678","Jalisco","General","2008","60a64",4610
"9679","Mexico","General","2008","60a64",7097
"9680","Michoacan","General","2008","60a64",1873
"9681","Morelos","General","2008","60a64",1592
"9682","Nayarit","General","2008","60a64",478
"9683","Nuevo Leon","General","2008","60a64",1905
"9684","Oaxaca","General","2008","60a64",1417
"9685","Puebla","General","2008","60a64",3068
"9686","Queretaro","General","2008","60a64",432
"9687","Quintana Roo","General","2008","60a64",256
"9688","San Luis Potosi","General","2008","60a64",1094
"9689","Sinaloa","General","2008","60a64",2091
"9690","Sonora","General","2008","60a64",1106
"9691","Tabasco","General","2008","60a64",823
"9692","Tamaulipas","General","2008","60a64",1439
"9693","Tlaxcala","General","2008","60a64",522
"9694","Veracruz","General","2008","60a64",2649
"9695","Yucatan","General","2008","60a64",1336
"9696","Zacatecas","General","2008","60a64",517
"9697","Aguscalientes","General","2009","60a64",417
"9698","Baja California","General","2009","60a64",1725
"9699","Baja California Sur","General","2009","60a64",212
"9700","Campeche","General","2009","60a64",269
"9701","Coahuila","General","2009","60a64",2488
"9702","Colima","General","2009","60a64",245
"9703","Chiapas","General","2009","60a64",1348
"9704","Chihuahua","General","2009","60a64",2243
"9705","Distrito Federal","General","2009","60a64",5143
"9706","Durango","General","2009","60a64",915
"9707","Guanajuato","General","2009","60a64",2308
"9708","Guerrero","General","2009","60a64",1597
"9709","Hidalgo","General","2009","60a64",1040
"9710","Jalisco","General","2009","60a64",4160
"9711","Mexico","General","2009","60a64",8049
"9712","Michoacan","General","2009","60a64",2202
"9713","Morelos","General","2009","60a64",1796
"9714","Nayarit","General","2009","60a64",475
"9715","Nuevo Leon","General","2009","60a64",2283
"9716","Oaxaca","General","2009","60a64",1472
"9717","Puebla","General","2009","60a64",2881
"9718","Queretaro","General","2009","60a64",556
"9719","Quintana Roo","General","2009","60a64",349
"9720","San Luis Potosi","General","2009","60a64",1406
"9721","Sinaloa","General","2009","60a64",2064
"9722","Sonora","General","2009","60a64",1076
"9723","Tabasco","General","2009","60a64",886
"9724","Tamaulipas","General","2009","60a64",1786
"9725","Tlaxcala","General","2009","60a64",534
"9726","Veracruz","General","2009","60a64",2842
"9727","Yucatan","General","2009","60a64",1473
"9728","Zacatecas","General","2009","60a64",551
"9729","Aguscalientes","General","2010","60a64",675
"9730","Baja California","General","2010","60a64",1943
"9731","Baja California Sur","General","2010","60a64",185
"9732","Campeche","General","2010","60a64",230
"9733","Coahuila","General","2010","60a64",1978
"9734","Colima","General","2010","60a64",190
"9735","Chiapas","General","2010","60a64",1584
"9736","Chihuahua","General","2010","60a64",2322
"9737","Distrito Federal","General","2010","60a64",4990
"9738","Durango","General","2010","60a64",1015
"9739","Guanajuato","General","2010","60a64",1987
"9740","Guerrero","General","2010","60a64",1549
"9741","Hidalgo","General","2010","60a64",1041
"9742","Jalisco","General","2010","60a64",4305
"9743","Mexico","General","2010","60a64",8250
"9744","Michoacan","General","2010","60a64",2356
"9745","Morelos","General","2010","60a64",1421
"9746","Nayarit","General","2010","60a64",383
"9747","Nuevo Leon","General","2010","60a64",2025
"9748","Oaxaca","General","2010","60a64",1631
"9749","Puebla","General","2010","60a64",2311
"9750","Queretaro","General","2010","60a64",607
"9751","Quintana Roo","General","2010","60a64",293
"9752","San Luis Potosi","General","2010","60a64",1455
"9753","Sinaloa","General","2010","60a64",1792
"9754","Sonora","General","2010","60a64",1094
"9755","Tabasco","General","2010","60a64",856
"9756","Tamaulipas","General","2010","60a64",2300
"9757","Tlaxcala","General","2010","60a64",514
"9758","Veracruz","General","2010","60a64",3099
"9759","Yucatan","General","2010","60a64",1219
"9760","Zacatecas","General","2010","60a64",472
"9761","Aguscalientes","General","2011","60a64",802
"9762","Baja California","General","2011","60a64",2186
"9763","Baja California Sur","General","2011","60a64",159
"9764","Campeche","General","2011","60a64",246
"9765","Coahuila","General","2011","60a64",2032
"9766","Colima","General","2011","60a64",209
"9767","Chiapas","General","2011","60a64",1795
"9768","Chihuahua","General","2011","60a64",2110
"9769","Distrito Federal","General","2011","60a64",4457
"9770","Durango","General","2011","60a64",1121
"9771","Guanajuato","General","2011","60a64",1875
"9772","Guerrero","General","2011","60a64",1752
"9773","Hidalgo","General","2011","60a64",1107
"9774","Jalisco","General","2011","60a64",4298
"9775","Mexico","General","2011","60a64",8095
"9776","Michoacan","General","2011","60a64",1795
"9777","Morelos","General","2011","60a64",1723
"9778","Nayarit","General","2011","60a64",537
"9779","Nuevo Leon","General","2011","60a64",2067
"9780","Oaxaca","General","2011","60a64",1324
"9781","Puebla","General","2011","60a64",2140
"9782","Queretaro","General","2011","60a64",478
"9783","Quintana Roo","General","2011","60a64",285
"9784","San Luis Potosi","General","2011","60a64",1503
"9785","Sinaloa","General","2011","60a64",2149
"9786","Sonora","General","2011","60a64",1198
"9787","Tabasco","General","2011","60a64",889
"9788","Tamaulipas","General","2011","60a64",2130
"9789","Tlaxcala","General","2011","60a64",523
"9790","Veracruz","General","2011","60a64",3530
"9791","Yucatan","General","2011","60a64",882
"9792","Zacatecas","General","2011","60a64",589
"9793","Aguscalientes","General","2012","60a64",1266
"9794","Baja California","General","2012","60a64",2119
"9795","Baja California Sur","General","2012","60a64",191
"9796","Campeche","General","2012","60a64",204
"9797","Coahuila","General","2012","60a64",2141
"9798","Colima","General","2012","60a64",218
"9799","Chiapas","General","2012","60a64",1648
"9800","Chihuahua","General","2012","60a64",2149
"9801","Distrito Federal","General","2012","60a64",4202
"9802","Durango","General","2012","60a64",1029
"9803","Guanajuato","General","2012","60a64",1626
"9804","Guerrero","General","2012","60a64",1584
"9805","Hidalgo","General","2012","60a64",1211
"9806","Jalisco","General","2012","60a64",3981
"9807","Mexico","General","2012","60a64",7832
"9808","Michoacan","General","2012","60a64",1630
"9809","Morelos","General","2012","60a64",1619
"9810","Nayarit","General","2012","60a64",656
"9811","Nuevo Leon","General","2012","60a64",1872
"9812","Oaxaca","General","2012","60a64",1540
"9813","Puebla","General","2012","60a64",1877
"9814","Queretaro","General","2012","60a64",562
"9815","Quintana Roo","General","2012","60a64",301
"9816","San Luis Potosi","General","2012","60a64",1471
"9817","Sinaloa","General","2012","60a64",2364
"9818","Sonora","General","2012","60a64",1224
"9819","Tabasco","General","2012","60a64",939
"9820","Tamaulipas","General","2012","60a64",2230
"9821","Tlaxcala","General","2012","60a64",533
"9822","Veracruz","General","2012","60a64",3743
"9823","Yucatan","General","2012","60a64",875
"9824","Zacatecas","General","2012","60a64",487
"9825","Aguscalientes","General","2013","60a64",1227
"9826","Baja California","General","2013","60a64",2418
"9827","Baja California Sur","General","2013","60a64",188
"9828","Campeche","General","2013","60a64",214
"9829","Coahuila","General","2013","60a64",1406
"9830","Colima","General","2013","60a64",227
"9831","Chiapas","General","2013","60a64",1481
"9832","Chihuahua","General","2013","60a64",1594
"9833","Distrito Federal","General","2013","60a64",3813
"9834","Durango","General","2013","60a64",1037
"9835","Guanajuato","General","2013","60a64",1661
"9836","Guerrero","General","2013","60a64",1693
"9837","Hidalgo","General","2013","60a64",1139
"9838","Jalisco","General","2013","60a64",3429
"9839","Mexico","General","2013","60a64",7667
"9840","Michoacan","General","2013","60a64",1887
"9841","Morelos","General","2013","60a64",1719
"9842","Nayarit","General","2013","60a64",509
"9843","Nuevo Leon","General","2013","60a64",1880
"9844","Oaxaca","General","2013","60a64",1350
"9845","Puebla","General","2013","60a64",1860
"9846","Queretaro","General","2013","60a64",457
"9847","Quintana Roo","General","2013","60a64",307
"9848","San Luis Potosi","General","2013","60a64",1259
"9849","Sinaloa","General","2013","60a64",2218
"9850","Sonora","General","2013","60a64",1234
"9851","Tabasco","General","2013","60a64",848
"9852","Tamaulipas","General","2013","60a64",2525
"9853","Tlaxcala","General","2013","60a64",535
"9854","Veracruz","General","2013","60a64",3408
"9855","Yucatan","General","2013","60a64",700
"9856","Zacatecas","General","2013","60a64",445
"9857","Aguscalientes","Hombres","2003","60a64",192
"9858","Baja California","Hombres","2003","60a64",744
"9859","Baja California Sur","Hombres","2003","60a64",108
"9860","Campeche","Hombres","2003","60a64",89
"9861","Coahuila","Hombres","2003","60a64",804
"9862","Colima","Hombres","2003","60a64",87
"9863","Chiapas","Hombres","2003","60a64",568
"9864","Chihuahua","Hombres","2003","60a64",705
"9865","Distrito Federal","Hombres","2003","60a64",2548
"9866","Durango","Hombres","2003","60a64",623
"9867","Guanajuato","Hombres","2003","60a64",872
"9868","Guerrero","Hombres","2003","60a64",743
"9869","Hidalgo","Hombres","2003","60a64",263
"9870","Jalisco","Hombres","2003","60a64",1620
"9871","Mexico","Hombres","2003","60a64",2270
"9872","Michoacan","Hombres","2003","60a64",588
"9873","Morelos","Hombres","2003","60a64",801
"9874","Nayarit","Hombres","2003","60a64",241
"9875","Nuevo Leon","Hombres","2003","60a64",875
"9876","Oaxaca","Hombres","2003","60a64",427
"9877","Puebla","Hombres","2003","60a64",827
"9878","Queretaro","Hombres","2003","60a64",198
"9879","Quintana Roo","Hombres","2003","60a64",58
"9880","San Luis Potosi","Hombres","2003","60a64",501
"9881","Sinaloa","Hombres","2003","60a64",736
"9882","Sonora","Hombres","2003","60a64",536
"9883","Tabasco","Hombres","2003","60a64",354
"9884","Tamaulipas","Hombres","2003","60a64",690
"9885","Tlaxcala","Hombres","2003","60a64",142
"9886","Veracruz","Hombres","2003","60a64",890
"9887","Yucatan","Hombres","2003","60a64",388
"9888","Zacatecas","Hombres","2003","60a64",245
"9889","Aguscalientes","Hombres","2004","60a64",433
"9890","Baja California","Hombres","2004","60a64",740
"9891","Baja California Sur","Hombres","2004","60a64",122
"9892","Campeche","Hombres","2004","60a64",105
"9893","Coahuila","Hombres","2004","60a64",915
"9894","Colima","Hombres","2004","60a64",94
"9895","Chiapas","Hombres","2004","60a64",615
"9896","Chihuahua","Hombres","2004","60a64",788
"9897","Distrito Federal","Hombres","2004","60a64",2339
"9898","Durango","Hombres","2004","60a64",651
"9899","Guanajuato","Hombres","2004","60a64",1007
"9900","Guerrero","Hombres","2004","60a64",765
"9901","Hidalgo","Hombres","2004","60a64",321
"9902","Jalisco","Hombres","2004","60a64",2278
"9903","Mexico","Hombres","2004","60a64",2781
"9904","Michoacan","Hombres","2004","60a64",487
"9905","Morelos","Hombres","2004","60a64",649
"9906","Nayarit","Hombres","2004","60a64",252
"9907","Nuevo Leon","Hombres","2004","60a64",769
"9908","Oaxaca","Hombres","2004","60a64",495
"9909","Puebla","Hombres","2004","60a64",1178
"9910","Queretaro","Hombres","2004","60a64",236
"9911","Quintana Roo","Hombres","2004","60a64",59
"9912","San Luis Potosi","Hombres","2004","60a64",597
"9913","Sinaloa","Hombres","2004","60a64",849
"9914","Sonora","Hombres","2004","60a64",585
"9915","Tabasco","Hombres","2004","60a64",325
"9916","Tamaulipas","Hombres","2004","60a64",736
"9917","Tlaxcala","Hombres","2004","60a64",123
"9918","Veracruz","Hombres","2004","60a64",844
"9919","Yucatan","Hombres","2004","60a64",421
"9920","Zacatecas","Hombres","2004","60a64",221
"9921","Aguscalientes","Hombres","2005","60a64",200
"9922","Baja California","Hombres","2005","60a64",781
"9923","Baja California Sur","Hombres","2005","60a64",95
"9924","Campeche","Hombres","2005","60a64",161
"9925","Coahuila","Hombres","2005","60a64",1063
"9926","Colima","Hombres","2005","60a64",125
"9927","Chiapas","Hombres","2005","60a64",600
"9928","Chihuahua","Hombres","2005","60a64",537
"9929","Distrito Federal","Hombres","2005","60a64",2371
"9930","Durango","Hombres","2005","60a64",913
"9931","Guanajuato","Hombres","2005","60a64",976
"9932","Guerrero","Hombres","2005","60a64",594
"9933","Hidalgo","Hombres","2005","60a64",318
"9934","Jalisco","Hombres","2005","60a64",1997
"9935","Mexico","Hombres","2005","60a64",2592
"9936","Michoacan","Hombres","2005","60a64",497
"9937","Morelos","Hombres","2005","60a64",617
"9938","Nayarit","Hombres","2005","60a64",265
"9939","Nuevo Leon","Hombres","2005","60a64",690
"9940","Oaxaca","Hombres","2005","60a64",593
"9941","Puebla","Hombres","2005","60a64",1240
"9942","Queretaro","Hombres","2005","60a64",185
"9943","Quintana Roo","Hombres","2005","60a64",52
"9944","San Luis Potosi","Hombres","2005","60a64",578
"9945","Sinaloa","Hombres","2005","60a64",780
"9946","Sonora","Hombres","2005","60a64",517
"9947","Tabasco","Hombres","2005","60a64",336
"9948","Tamaulipas","Hombres","2005","60a64",537
"9949","Tlaxcala","Hombres","2005","60a64",159
"9950","Veracruz","Hombres","2005","60a64",753
"9951","Yucatan","Hombres","2005","60a64",390
"9952","Zacatecas","Hombres","2005","60a64",181
"9953","Aguscalientes","Hombres","2006","60a64",240
"9954","Baja California","Hombres","2006","60a64",736
"9955","Baja California Sur","Hombres","2006","60a64",76
"9956","Campeche","Hombres","2006","60a64",109
"9957","Coahuila","Hombres","2006","60a64",991
"9958","Colima","Hombres","2006","60a64",100
"9959","Chiapas","Hombres","2006","60a64",490
"9960","Chihuahua","Hombres","2006","60a64",600
"9961","Distrito Federal","Hombres","2006","60a64",2352
"9962","Durango","Hombres","2006","60a64",545
"9963","Guanajuato","Hombres","2006","60a64",944
"9964","Guerrero","Hombres","2006","60a64",582
"9965","Hidalgo","Hombres","2006","60a64",336
"9966","Jalisco","Hombres","2006","60a64",1983
"9967","Mexico","Hombres","2006","60a64",2629
"9968","Michoacan","Hombres","2006","60a64",650
"9969","Morelos","Hombres","2006","60a64",719
"9970","Nayarit","Hombres","2006","60a64",223
"9971","Nuevo Leon","Hombres","2006","60a64",779
"9972","Oaxaca","Hombres","2006","60a64",572
"9973","Puebla","Hombres","2006","60a64",962
"9974","Queretaro","Hombres","2006","60a64",188
"9975","Quintana Roo","Hombres","2006","60a64",84
"9976","San Luis Potosi","Hombres","2006","60a64",528
"9977","Sinaloa","Hombres","2006","60a64",813
"9978","Sonora","Hombres","2006","60a64",350
"9979","Tabasco","Hombres","2006","60a64",266
"9980","Tamaulipas","Hombres","2006","60a64",657
"9981","Tlaxcala","Hombres","2006","60a64",140
"9982","Veracruz","Hombres","2006","60a64",840
"9983","Yucatan","Hombres","2006","60a64",453
"9984","Zacatecas","Hombres","2006","60a64",199
"9985","Aguscalientes","Hombres","2007","60a64",163
"9986","Baja California","Hombres","2007","60a64",585
"9987","Baja California Sur","Hombres","2007","60a64",121
"9988","Campeche","Hombres","2007","60a64",127
"9989","Coahuila","Hombres","2007","60a64",814
"9990","Colima","Hombres","2007","60a64",117
"9991","Chiapas","Hombres","2007","60a64",571
"9992","Chihuahua","Hombres","2007","60a64",716
"9993","Distrito Federal","Hombres","2007","60a64",2396
"9994","Durango","Hombres","2007","60a64",439
"9995","Guanajuato","Hombres","2007","60a64",770
"9996","Guerrero","Hombres","2007","60a64",681
"9997","Hidalgo","Hombres","2007","60a64",403
"9998","Jalisco","Hombres","2007","60a64",2006
"9999","Mexico","Hombres","2007","60a64",2713
"10000","Michoacan","Hombres","2007","60a64",779
"10001","Morelos","Hombres","2007","60a64",694
"10002","Nayarit","Hombres","2007","60a64",242
"10003","Nuevo Leon","Hombres","2007","60a64",828
"10004","Oaxaca","Hombres","2007","60a64",652
"10005","Puebla","Hombres","2007","60a64",887
"10006","Queretaro","Hombres","2007","60a64",198
"10007","Quintana Roo","Hombres","2007","60a64",108
"10008","San Luis Potosi","Hombres","2007","60a64",478
"10009","Sinaloa","Hombres","2007","60a64",828
"10010","Sonora","Hombres","2007","60a64",382
"10011","Tabasco","Hombres","2007","60a64",346
"10012","Tamaulipas","Hombres","2007","60a64",750
"10013","Tlaxcala","Hombres","2007","60a64",181
"10014","Veracruz","Hombres","2007","60a64",1055
"10015","Yucatan","Hombres","2007","60a64",457
"10016","Zacatecas","Hombres","2007","60a64",196
"10017","Aguscalientes","Hombres","2008","60a64",216
"10018","Baja California","Hombres","2008","60a64",632
"10019","Baja California Sur","Hombres","2008","60a64",123
"10020","Campeche","Hombres","2008","60a64",74
"10021","Coahuila","Hombres","2008","60a64",839
"10022","Colima","Hombres","2008","60a64",141
"10023","Chiapas","Hombres","2008","60a64",568
"10024","Chihuahua","Hombres","2008","60a64",770
"10025","Distrito Federal","Hombres","2008","60a64",2059
"10026","Durango","Hombres","2008","60a64",365
"10027","Guanajuato","Hombres","2008","60a64",784
"10028","Guerrero","Hombres","2008","60a64",676
"10029","Hidalgo","Hombres","2008","60a64",324
"10030","Jalisco","Hombres","2008","60a64",1998
"10031","Mexico","Hombres","2008","60a64",2997
"10032","Michoacan","Hombres","2008","60a64",795
"10033","Morelos","Hombres","2008","60a64",695
"10034","Nayarit","Hombres","2008","60a64",197
"10035","Nuevo Leon","Hombres","2008","60a64",807
"10036","Oaxaca","Hombres","2008","60a64",582
"10037","Puebla","Hombres","2008","60a64",1336
"10038","Queretaro","Hombres","2008","60a64",180
"10039","Quintana Roo","Hombres","2008","60a64",111
"10040","San Luis Potosi","Hombres","2008","60a64",417
"10041","Sinaloa","Hombres","2008","60a64",847
"10042","Sonora","Hombres","2008","60a64",439
"10043","Tabasco","Hombres","2008","60a64",375
"10044","Tamaulipas","Hombres","2008","60a64",588
"10045","Tlaxcala","Hombres","2008","60a64",237
"10046","Veracruz","Hombres","2008","60a64",1051
"10047","Yucatan","Hombres","2008","60a64",522
"10048","Zacatecas","Hombres","2008","60a64",210
"10049","Aguscalientes","Hombres","2009","60a64",170
"10050","Baja California","Hombres","2009","60a64",805
"10051","Baja California Sur","Hombres","2009","60a64",112
"10052","Campeche","Hombres","2009","60a64",120
"10053","Coahuila","Hombres","2009","60a64",1070
"10054","Colima","Hombres","2009","60a64",117
"10055","Chiapas","Hombres","2009","60a64",532
"10056","Chihuahua","Hombres","2009","60a64",941
"10057","Distrito Federal","Hombres","2009","60a64",2394
"10058","Durango","Hombres","2009","60a64",409
"10059","Guanajuato","Hombres","2009","60a64",955
"10060","Guerrero","Hombres","2009","60a64",679
"10061","Hidalgo","Hombres","2009","60a64",464
"10062","Jalisco","Hombres","2009","60a64",1881
"10063","Mexico","Hombres","2009","60a64",3500
"10064","Michoacan","Hombres","2009","60a64",945
"10065","Morelos","Hombres","2009","60a64",815
"10066","Nayarit","Hombres","2009","60a64",221
"10067","Nuevo Leon","Hombres","2009","60a64",1056
"10068","Oaxaca","Hombres","2009","60a64",620
"10069","Puebla","Hombres","2009","60a64",1250
"10070","Queretaro","Hombres","2009","60a64",242
"10071","Quintana Roo","Hombres","2009","60a64",164
"10072","San Luis Potosi","Hombres","2009","60a64",589
"10073","Sinaloa","Hombres","2009","60a64",877
"10074","Sonora","Hombres","2009","60a64",506
"10075","Tabasco","Hombres","2009","60a64",372
"10076","Tamaulipas","Hombres","2009","60a64",758
"10077","Tlaxcala","Hombres","2009","60a64",253
"10078","Veracruz","Hombres","2009","60a64",1195
"10079","Yucatan","Hombres","2009","60a64",628
"10080","Zacatecas","Hombres","2009","60a64",207
"10081","Aguscalientes","Hombres","2010","60a64",319
"10082","Baja California","Hombres","2010","60a64",925
"10083","Baja California Sur","Hombres","2010","60a64",96
"10084","Campeche","Hombres","2010","60a64",82
"10085","Coahuila","Hombres","2010","60a64",851
"10086","Colima","Hombres","2010","60a64",92
"10087","Chiapas","Hombres","2010","60a64",565
"10088","Chihuahua","Hombres","2010","60a64",909
"10089","Distrito Federal","Hombres","2010","60a64",2269
"10090","Durango","Hombres","2010","60a64",405
"10091","Guanajuato","Hombres","2010","60a64",865
"10092","Guerrero","Hombres","2010","60a64",646
"10093","Hidalgo","Hombres","2010","60a64",431
"10094","Jalisco","Hombres","2010","60a64",1897
"10095","Mexico","Hombres","2010","60a64",3530
"10096","Michoacan","Hombres","2010","60a64",1023
"10097","Morelos","Hombres","2010","60a64",629
"10098","Nayarit","Hombres","2010","60a64",176
"10099","Nuevo Leon","Hombres","2010","60a64",983
"10100","Oaxaca","Hombres","2010","60a64",675
"10101","Puebla","Hombres","2010","60a64",971
"10102","Queretaro","Hombres","2010","60a64",232
"10103","Quintana Roo","Hombres","2010","60a64",137
"10104","San Luis Potosi","Hombres","2010","60a64",633
"10105","Sinaloa","Hombres","2010","60a64",817
"10106","Sonora","Hombres","2010","60a64",479
"10107","Tabasco","Hombres","2010","60a64",402
"10108","Tamaulipas","Hombres","2010","60a64",997
"10109","Tlaxcala","Hombres","2010","60a64",221
"10110","Veracruz","Hombres","2010","60a64",1272
"10111","Yucatan","Hombres","2010","60a64",501
"10112","Zacatecas","Hombres","2010","60a64",180
"10113","Aguscalientes","Hombres","2011","60a64",340
"10114","Baja California","Hombres","2011","60a64",979
"10115","Baja California Sur","Hombres","2011","60a64",86
"10116","Campeche","Hombres","2011","60a64",104
"10117","Coahuila","Hombres","2011","60a64",936
"10118","Colima","Hombres","2011","60a64",106
"10119","Chiapas","Hombres","2011","60a64",676
"10120","Chihuahua","Hombres","2011","60a64",863
"10121","Distrito Federal","Hombres","2011","60a64",2035
"10122","Durango","Hombres","2011","60a64",511
"10123","Guanajuato","Hombres","2011","60a64",841
"10124","Guerrero","Hombres","2011","60a64",695
"10125","Hidalgo","Hombres","2011","60a64",471
"10126","Jalisco","Hombres","2011","60a64",1932
"10127","Mexico","Hombres","2011","60a64",3561
"10128","Michoacan","Hombres","2011","60a64",769
"10129","Morelos","Hombres","2011","60a64",779
"10130","Nayarit","Hombres","2011","60a64",259
"10131","Nuevo Leon","Hombres","2011","60a64",984
"10132","Oaxaca","Hombres","2011","60a64",531
"10133","Puebla","Hombres","2011","60a64",875
"10134","Queretaro","Hombres","2011","60a64",204
"10135","Quintana Roo","Hombres","2011","60a64",112
"10136","San Luis Potosi","Hombres","2011","60a64",579
"10137","Sinaloa","Hombres","2011","60a64",959
"10138","Sonora","Hombres","2011","60a64",576
"10139","Tabasco","Hombres","2011","60a64",395
"10140","Tamaulipas","Hombres","2011","60a64",978
"10141","Tlaxcala","Hombres","2011","60a64",240
"10142","Veracruz","Hombres","2011","60a64",1386
"10143","Yucatan","Hombres","2011","60a64",373
"10144","Zacatecas","Hombres","2011","60a64",280
"10145","Aguscalientes","Hombres","2012","60a64",557
"10146","Baja California","Hombres","2012","60a64",948
"10147","Baja California Sur","Hombres","2012","60a64",102
"10148","Campeche","Hombres","2012","60a64",82
"10149","Coahuila","Hombres","2012","60a64",1008
"10150","Colima","Hombres","2012","60a64",111
"10151","Chiapas","Hombres","2012","60a64",685
"10152","Chihuahua","Hombres","2012","60a64",938
"10153","Distrito Federal","Hombres","2012","60a64",1905
"10154","Durango","Hombres","2012","60a64",447
"10155","Guanajuato","Hombres","2012","60a64",767
"10156","Guerrero","Hombres","2012","60a64",676
"10157","Hidalgo","Hombres","2012","60a64",502
"10158","Jalisco","Hombres","2012","60a64",1670
"10159","Mexico","Hombres","2012","60a64",3459
"10160","Michoacan","Hombres","2012","60a64",733
"10161","Morelos","Hombres","2012","60a64",719
"10162","Nayarit","Hombres","2012","60a64",266
"10163","Nuevo Leon","Hombres","2012","60a64",892
"10164","Oaxaca","Hombres","2012","60a64",621
"10165","Puebla","Hombres","2012","60a64",744
"10166","Queretaro","Hombres","2012","60a64",269
"10167","Quintana Roo","Hombres","2012","60a64",132
"10168","San Luis Potosi","Hombres","2012","60a64",615
"10169","Sinaloa","Hombres","2012","60a64",1034
"10170","Sonora","Hombres","2012","60a64",582
"10171","Tabasco","Hombres","2012","60a64",399
"10172","Tamaulipas","Hombres","2012","60a64",1016
"10173","Tlaxcala","Hombres","2012","60a64",254
"10174","Veracruz","Hombres","2012","60a64",1538
"10175","Yucatan","Hombres","2012","60a64",371
"10176","Zacatecas","Hombres","2012","60a64",217
"10177","Aguscalientes","Hombres","2013","60a64",547
"10178","Baja California","Hombres","2013","60a64",1046
"10179","Baja California Sur","Hombres","2013","60a64",103
"10180","Campeche","Hombres","2013","60a64",100
"10181","Coahuila","Hombres","2013","60a64",638
"10182","Colima","Hombres","2013","60a64",113
"10183","Chiapas","Hombres","2013","60a64",609
"10184","Chihuahua","Hombres","2013","60a64",650
"10185","Distrito Federal","Hombres","2013","60a64",1753
"10186","Durango","Hombres","2013","60a64",453
"10187","Guanajuato","Hombres","2013","60a64",731
"10188","Guerrero","Hombres","2013","60a64",716
"10189","Hidalgo","Hombres","2013","60a64",452
"10190","Jalisco","Hombres","2013","60a64",1563
"10191","Mexico","Hombres","2013","60a64",3377
"10192","Michoacan","Hombres","2013","60a64",857
"10193","Morelos","Hombres","2013","60a64",760
"10194","Nayarit","Hombres","2013","60a64",233
"10195","Nuevo Leon","Hombres","2013","60a64",885
"10196","Oaxaca","Hombres","2013","60a64",487
"10197","Puebla","Hombres","2013","60a64",747
"10198","Queretaro","Hombres","2013","60a64",207
"10199","Quintana Roo","Hombres","2013","60a64",142
"10200","San Luis Potosi","Hombres","2013","60a64",536
"10201","Sinaloa","Hombres","2013","60a64",944
"10202","Sonora","Hombres","2013","60a64",608
"10203","Tabasco","Hombres","2013","60a64",365
"10204","Tamaulipas","Hombres","2013","60a64",1187
"10205","Tlaxcala","Hombres","2013","60a64",252
"10206","Veracruz","Hombres","2013","60a64",1518
"10207","Yucatan","Hombres","2013","60a64",292
"10208","Zacatecas","Hombres","2013","60a64",218
"10209","Aguscalientes","Mujeres","2003","60a64",286
"10210","Baja California","Mujeres","2003","60a64",920
"10211","Baja California Sur","Mujeres","2003","60a64",130
"10212","Campeche","Mujeres","2003","60a64",169
"10213","Coahuila","Mujeres","2003","60a64",1249
"10214","Colima","Mujeres","2003","60a64",108
"10215","Chiapas","Mujeres","2003","60a64",991
"10216","Chihuahua","Mujeres","2003","60a64",1091
"10217","Distrito Federal","Mujeres","2003","60a64",3875
"10218","Durango","Mujeres","2003","60a64",989
"10219","Guanajuato","Mujeres","2003","60a64",1333
"10220","Guerrero","Mujeres","2003","60a64",1210
"10221","Hidalgo","Mujeres","2003","60a64",376
"10222","Jalisco","Mujeres","2003","60a64",2543
"10223","Mexico","Mujeres","2003","60a64",3309
"10224","Michoacan","Mujeres","2003","60a64",931
"10225","Morelos","Mujeres","2003","60a64",1003
"10226","Nayarit","Mujeres","2003","60a64",335
"10227","Nuevo Leon","Mujeres","2003","60a64",1292
"10228","Oaxaca","Mujeres","2003","60a64",625
"10229","Puebla","Mujeres","2003","60a64",1357
"10230","Queretaro","Mujeres","2003","60a64",336
"10231","Quintana Roo","Mujeres","2003","60a64",122
"10232","San Luis Potosi","Mujeres","2003","60a64",825
"10233","Sinaloa","Mujeres","2003","60a64",1068
"10234","Sonora","Mujeres","2003","60a64",705
"10235","Tabasco","Mujeres","2003","60a64",502
"10236","Tamaulipas","Mujeres","2003","60a64",1072
"10237","Tlaxcala","Mujeres","2003","60a64",215
"10238","Veracruz","Mujeres","2003","60a64",1456
"10239","Yucatan","Mujeres","2003","60a64",746
"10240","Zacatecas","Mujeres","2003","60a64",353
"10241","Aguscalientes","Mujeres","2004","60a64",281
"10242","Baja California","Mujeres","2004","60a64",986
"10243","Baja California Sur","Mujeres","2004","60a64",160
"10244","Campeche","Mujeres","2004","60a64",198
"10245","Coahuila","Mujeres","2004","60a64",1411
"10246","Colima","Mujeres","2004","60a64",137
"10247","Chiapas","Mujeres","2004","60a64",1123
"10248","Chihuahua","Mujeres","2004","60a64",1240
"10249","Distrito Federal","Mujeres","2004","60a64",3422
"10250","Durango","Mujeres","2004","60a64",902
"10251","Guanajuato","Mujeres","2004","60a64",1680
"10252","Guerrero","Mujeres","2004","60a64",1130
"10253","Hidalgo","Mujeres","2004","60a64",460
"10254","Jalisco","Mujeres","2004","60a64",3226
"10255","Mexico","Mujeres","2004","60a64",4118
"10256","Michoacan","Mujeres","2004","60a64",872
"10257","Morelos","Mujeres","2004","60a64",920
"10258","Nayarit","Mujeres","2004","60a64",390
"10259","Nuevo Leon","Mujeres","2004","60a64",1115
"10260","Oaxaca","Mujeres","2004","60a64",780
